player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Giannis Antetokounmpo,antetgi01,2022,1522,713,5.337525367633802,3.374405978361152,8.711931345994955,6.369295941129973,8.595055802725904,14.96435174385588,5.83136110370346,4.636823965522994,10.46818506922645,4.897456572631688,4.897456572631688,0,4.843424666743642,3.58491401123342,8.428338677977063,1.853964384582768
Thanasis Antetokounmpo,antetth01,2022,546,257,-3.744924204793428,1.648028439414127,-2.096895765379301,-5.465113572717611,-4.484578672723281,-9.949692245440893,-4.352979815085003,.4292495126714154,-3.923730302413588,-.1534608765557045,-.1534608765557045,0,-3.91482960341284,.0024196182451298,-3.91240998516771,-.2864139942470535
Carmelo Anthony,anthoca01,2022,1500,705,1.283183805271422,-2.396166608676713,-1.112982803405291,6.375107156028514,-2.612875221980436,3.762231934048079,2.441994294827358,-2.549053619346014,-.1070593245186555,.9415478327208239,.9415478327208239,0,2.707662594601497,-3.181767477420627,-.4741048828191304,-.9577409116087992
Cole Anthony,anthoco01,2022,1335,646,.675031557668083,-1.490041860690631,-.815010303022548,7.802264572563837,.6280190144859927,8.43028358704983,2.314327076505636,-1.09513288837591,1.219194188129726,1.307053869448075,1.307053869448075,0,1.942329880816538,-.7644251977691349,1.177904683047403,-.0879833110185
OG Anunoby,anunoog01,2022,1130,560,-.1501102971622754,-2.433126564526737,-2.583236861689012,2.408616128860915,-5.172779039727793,-2.764162910866878,.3663931656943614,-3.142879756138775,-2.776486590444414,-.0075637108962273,-.0075637108962273,0,.9093237430526255,-1.817729095688437,-.9084053526358115,-.0506144773391052
D.J. Augustin,augusdj01,2022,527,238,-.6342760456648819,-8.221886804127358,-8.85616284979224,-1.516075234670172,-6.44741941186069,-7.963494646530862,-.8092066247619778,-8.285960912905132,-9.095167537667109,-.7762294084430356,-.7762294084430356,0,-1.711342679163039,-9.593903048156923,-11.30524572731996,.7472773926049719
Deni Avdija,avdijde01,2022,1103,533,-1.22465754183255,3.421493841268926,2.196836299436375,-.4165055741628239,4.762708423319554,4.34620284915673,-1.113548279183769,3.905214337885031,2.791666058701262,1.499211595277481,1.499211595277481,0,-2.063462131866849,3.666610955050278,1.603148823183429,-.5162133399315433
Joel Ayayi,ayayijo01,2022,20,10,-1.510991999675282,6.720329571303047,5.209337571627765,-16.61818684919098,32.26644975631829,15.64826290712731,-4.694911051355894,12.50811924107595,7.81320818972006,.0530800408802488,.0530800408802488,0,-5.304153590322213,5.041006137604217,-.2631474527179956,-1.51111123693944
Deandre Ayton,aytonde01,2022,1151,556,-1.119281961557649,2.143792175956988,1.024510214399339,1.840855094141264,-7.224332743685856,-5.383477649544591,-.6086182434445064,.2726236300020746,-.3359946134424319,.6784382810554473,.6784382810554473,0,-.0199156499632035,1.356874223265709,1.336958573302506,-.9277208097784773
Udoka Azubuike,azubuud01,2022,15,8,-5.83414886617406,17.15117850215928,11.31702963598522,-19.03243814894187,20.49577858533595,1.463340436394077,-9.03209224322312,18.85256887127165,9.820476628048526,.0524599285013478,.0524599285013478,0,-6.996238850560486,12.24595554451024,5.249716693949756,2.24841144204201
Marvin Bagley III,baglema01,2022,325,160,.7674614557443469,1.120735193377186,1.888196649121533,3.910705885675068,4.569031312856065,8.479737198531133,1.482425744039352,1.94390110309751,3.426326847136862,.5000191477748529,.5000191477748529,0,-.1581492104255133,-.4603975538072023,-.6185467642327156,-.827392629136529
LaMelo Ball,ballla01,2022,1714,799,4.145704286026574,1.286930812518862,5.432635098545436,4.938973005046114,-.2979941443781568,4.640978860667958,4.473433561111635,1.081718881174795,5.55515244228643,3.439782780567873,3.439782780567873,0,6.0362481160625,1.500805867509428,7.537053983571928,1.602433398613222
Lonzo Ball,balllo01,2022,1836,879,.2910808921674568,2.322690110745237,2.613771002912693,.8143033546781109,-.1324311448874755,.6818722097906353,.3941625847522783,1.912344469133318,2.306507053885596,2.28879817170668,2.28879817170668,0,.6943378381609785,2.997597531425578,3.691935369586556,.9327717529434372
Mo Bamba,bambamo01,2022,1469,704,-2.119962467387971,1.488362911131413,-.6315995562565575,-4.180720616324779,2.631481916313953,-1.549238700010826,-2.59596752620623,1.870873785146614,-.7250937410596163,.7321949005355242,.7321949005355242,0,-2.336269084928986,1.956267256796312,-.3800018281326736,.6727715884205275
Desmond Bane,banede01,2022,1457,690,1.16922045791082,-.7093925326896708,.4598279252211495,.8120566944648389,2.128521545072495,2.940578239537334,1.12969250932117,-.1477853887782137,.9819071205429566,1.320520443135002,1.320520443135002,0,2.92179437624422,.2426236016643547,3.164417977908575,.5141792107681232
Dalano Banton,bantoda01,2022,646,315,-.7921639186121181,-2.196792243465356,-2.988956162077474,.2308638553711539,-.8055821113050744,-.5747182559339205,-.6447842627553275,-2.027987079143222,-2.672771341898549,.012337964349086,.012337964349086,0,-1.096799923697574,-1.943069675598735,-3.039869599296309,-.5943643877682191
Harrison Barnes,barneha02,2022,1414,665,2.546188429087352,1.370144151560694,3.916332580648046,.7667000112580324,-3.770163825570067,-3.003463814312035,2.332373610336414,.400834877677692,2.733208488014106,1.881601022222611,1.881601022222611,0,1.724682547238943,-.2503381085648637,1.474344438674079,1.143124693708581
