Year,Player,Selection Type,,,,,,,,,,,,,,,,,,,,,,
2005,Steve Nash,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Tracy McGrady,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Yao Ming,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Ray Allen,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Elton Brand,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Kevin Garnett,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Pau Gasol,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Shawn Marion,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Dirk Nowitzki,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Tony Parker,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Dwyane Wade,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,LeBron James,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Shaquille O'Neal,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Jermaine O'Neal,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Chauncey Billups,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Chris Bosh,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Vince Carter,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Richard Hamilton,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Paul Pierce,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Ben Wallace,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Rasheed Wallace,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2005,Gilbert Arenas,Eastern All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Tracy McGrady,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Kevin Garnett,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Yao Ming,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Manu Ginobili,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Amar'e Stoudemire,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Ray Allen,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Shawn Marion,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Steve Nash,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Dirk Nowitzki,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Rashard Lewis,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,LeBron James,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Vince Carter,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Shaquille O'Neal,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Grant Hill,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Gilbert Arenas,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Antawn Jamison,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Dwyane Wade,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Zydrunas Ilgauskas,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Jermaine O'Neal,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Ben Wallace,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2004,Paul Pierce,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Steve Francis,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Yao Ming,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Kevin Garnett,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Shaquille O'Neal,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Andrei Kirilenko,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Dirk Nowitzki,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Peja Stojakovic,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Ray Allen,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Brad Miller,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Sam Cassell,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Ben Wallace,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Jermaine O'Neal,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Tracy McGrady,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Vince Carter,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Jason Kidd,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Paul Pierce,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Baron Davis,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Metta World Peace,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Michael Redd,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Kenyon Martin,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2003,Jamaal Magloire,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Ben Wallace,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Jermaine O'Neal,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Tracy McGrady,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Jason Kidd,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Paul Pierce,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Antoine Walker,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Zydrunas Ilgauskas,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Michael Jordan,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Jamal Mashburn,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Vince Carter,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Brad Miller,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Steve Francis,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Yao Ming,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Kevin Garnett,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Shaquille O'Neal,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Stephon Marbury,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Shawn Marion,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Steve Nash,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Dirk Nowitzki,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Gary Payton,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Peja Stojakovic,Western All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2002,Chris Webber,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Dikembe Mutombo,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Vince Carter,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Antoine Walker,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Ray Allen,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Shareef Abdur-Rahim,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Jason Kidd,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Tracy McGrady,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Alonzo Mourning,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Paul Pierce,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Jermaine O'Neal,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Baron Davis,Eastern All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Michael Jordan,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Shaquille O'Neal,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Kevin Garnett,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Steve Francis,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Karl Malone,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Steve Nash,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Dirk Nowitzki,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Gary Payton,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Peja Stojakovic,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Wally Szczerbiak,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Chris Webber,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2001,Elton Brand,Western All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Allen Iverson,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Tracy McGrady,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Vince Carter,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Alonzo Mourning,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Grant Hill,Eastern All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Ray Allen,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Antonio Davis,Eastern All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Theo Ratliff,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Glenn Robinson,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Jerry Stackhouse,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Stephon Marbury,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Anthony Mason,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Dikembe Mutombo,Eastern All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Latrell Sprewell,Eastern All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Allan Houston,Eastern All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Jason Kidd,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Kobe Bryant,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Tim Duncan,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Shaquille O'Neal,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Chris Webber,Western All-Star Fan Vote Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Michael Finley,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Kevin Garnett,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Karl Malone,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Antonio McDyess,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Gary Payton,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Rasheed Wallace,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,David Robinson,Western All-Star Coaches Selection,,,,,,,,,,,,,,,,,,,,,,
2000,Vlade Divac,Western All-Star Replacement Selection,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
